customer_id,risk_score,risk_label,batch_run_at,eligible_expand
C075,0.05597652824252956,LOW,2026-05-25T09:53:33.581370+00:00,1
C076,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C077,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C078,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C079,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C080,0.006630269728709758,LOW,2026-05-25T09:53:33.581370+00:00,1
C081,0.9746580708457488,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C082,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C083,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C084,0.048032583867052316,LOW,2026-05-25T09:53:33.581370+00:00,1
C085,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C086,0.9246358970727266,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C087,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C088,0.9136305165111389,LOW,2026-05-25T09:53:33.581370+00:00,1
C089,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C090,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C091,0.015015701503537534,LOW,2026-05-25T09:53:33.581370+00:00,1
C092,0.006829177844498396,LOW,2026-05-25T09:53:33.581370+00:00,1
C093,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C094,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C095,0.008634797072690584,LOW,2026-05-25T09:53:33.581370+00:00,1
C096,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C097,0.9826882870100009,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C098,0.02125517519792365,LOW,2026-05-25T09:53:33.581370+00:00,1
C099,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C100,0.08459661471663919,LOW,2026-05-25T09:53:33.581370+00:00,1
