customer_id,risk_score,risk_label,batch_run_at,eligible_expand
C087,0.10876199182383306,MEDIUM,2026-05-16T05:09:57.751933+00:00,0
C088,0.014351158629706998,LOW,2026-05-16T05:09:57.751933+00:00,1
C089,0.019622501143031112,LOW,2026-05-16T05:09:57.751933+00:00,1
C090,0.0001,LOW,2026-05-16T05:09:57.751933+00:00,1
C091,0.016047858298338557,LOW,2026-05-16T05:09:57.751933+00:00,1
C092,0.0001,LOW,2026-05-16T05:09:57.751933+00:00,1
C093,0.0001,LOW,2026-05-16T05:09:57.751933+00:00,1
C094,0.039845038048364576,LOW,2026-05-16T05:09:57.751933+00:00,1
C095,0.9150969752966416,MEDIUM,2026-05-16T05:09:57.751933+00:00,0
C096,0.9818619343599626,HIGH,2026-05-16T05:09:57.751933+00:00,0
C097,0.9824579557089577,HIGH,2026-05-16T05:09:57.751933+00:00,0
C098,0.9926437834896211,HIGH,2026-05-16T05:09:57.751933+00:00,0
C099,0.0001,LOW,2026-05-16T05:09:57.751933+00:00,1
C100,0.09795225174511257,LOW,2026-05-16T05:09:57.751933+00:00,1
