customer_id,statement_month,previous_balance,payment_amount,purchases_amount,cash_advances,interest_charged,fees_charged,new_balance,credit_limit,current_balance,utilization_rate,delinquency_status,days_past_due,bureau_score,age,income,geography_region,employment_status,default_flag
C004,2023-01-01,110.67,86.45,99.66,0.0,0.0,0.0,123.88,800.0,123.88,0.1548,0,0,617,66,42628.8,West,retired,0
C004,2023-02-01,147.56,73.5,76.16,0.0,0.0,0.0,150.22,800.0,150.22,0.1878,0,0,602,66,42628.8,West,retired,0
C004,2023-03-01,141.53,66.51,120.4,0.0,0.0,0.0,195.42,800.0,195.42,0.2443,0,0,584,66,42628.8,West,retired,0
C004,2023-04-01,126.22,81.88,124.79,0.0,0.0,0.0,169.12,800.0,169.12,0.2114,0,0,601,66,42628.8,West,retired,0
C004,2023-05-01,159.76,86.26,105.17,0.0,0.0,0.0,178.67,800.0,178.67,0.2233,0,0,615,66,42628.8,West,retired,0
C004,2023-06-01,145.6,83.64,96.33,0.0,0.0,0.0,158.3,800.0,158.3,0.1979,1,19,620,66,42628.8,West,retired,0
C004,2023-07-01,183.87,68.89,107.71,0.0,0.0,0.0,222.69,800.0,222.69,0.2784,0,0,613,66,42628.8,West,retired,0
C004,2023-08-01,175.87,52.83,77.82,0.0,0.0,0.0,200.85,800.0,200.85,0.2511,0,0,613,66,42628.8,West,retired,0
C004,2023-09-01,136.6,75.6,100.41,0.0,0.0,0.0,161.41,800.0,161.41,0.2018,1,22,613,66,42628.8,West,retired,0
C004,2023-10-01,173.91,81.64,120.48,0.0,0.0,0.0,212.75,800.0,212.75,0.2659,0,0,608,66,42628.8,West,retired,0
C004,2023-11-01,149.89,71.07,95.19,0.0,0.0,0.0,174.01,800.0,174.01,0.2175,1,19,606,66,42628.8,West,retired,1
C005,2022-09-01,185.56,201.49,144.8,0.0,0.0,0.0,128.86,650.0,128.86,0.1983,0,0,739,42,48546.19,Central,salaried,0
C005,2022-10-01,220.96,173.65,217.16,0.0,0.0,0.0,264.46,650.0,264.46,0.4069,0,0,756,42,48546.19,Central,salaried,0
C005,2022-11-01,154.29,230.86,197.88,0.0,0.0,0.0,121.31,650.0,121.31,0.1866,0,0,760,42,48546.19,Central,salaried,0
C005,2022-12-01,167.6,262.26,157.32,0.0,0.0,0.0,62.65,650.0,62.65,0.0964,0,0,731,42,48546.19,Central,salaried,0
C005,2023-01-01,222.38,219.31,185.01,0.0,0.0,0.0,188.07,650.0,188.07,0.2893,0,0,735,42,48546.19,Central,salaried,0
C005,2023-02-01,238.12,213.58,185.62,0.0,0.0,0.0,210.16,650.0,210.16,0.3233,0,0,732,42,48546.19,Central,salaried,0
C005,2023-03-01,211.78,241.94,165.9,0.0,0.0,0.0,135.75,650.0,135.75,0.2088,0,0,739,42,48546.19,Central,salaried,0
C005,2023-04-01,198.14,153.94,197.04,0.0,0.0,0.0,241.24,650.0,241.24,0.3711,0,0,749,42,48546.19,Central,salaried,0
C005,2023-05-01,265.37,253.1,162.65,0.0,0.0,0.0,174.91,650.0,174.91,0.2691,0,0,742,42,48546.19,Central,salaried,0
C005,2023-06-01,247.17,146.29,145.6,0.0,0.0,0.0,246.48,650.0,246.48,0.3792,0,0,761,42,48546.19,Central,salaried,0
C005,2023-07-01,160.0,164.58,128.79,0.0,0.0,0.0,124.21,650.0,124.21,0.1911,0,0,752,42,48546.19,Central,salaried,0
C005,2023-08-01,220.58,207.83,171.44,0.0,0.0,0.0,184.19,650.0,184.19,0.2834,0,0,741,42,48546.19,Central,salaried,0
C006,2023-02-01,420.71,202.45,142.26,0.0,0.0,0.0,360.52,600.0,360.52,0.6009,1,8,651,51,34523.1,East,self-employed,0
C006,2023-03-01,505.39,181.48,197.59,0.0,0.0,0.0,521.51,600.0,521.51,0.8692,0,0,652,51,34523.1,East,self-employed,0
C006,2023-04-01,502.9,364.54,169.66,0.0,0.0,0.0,308.03,600.0,308.03,0.5134,0,0,637,51,34523.1,East,self-employed,0
C006,2023-05-01,360.43,214.62,158.9,0.0,0.0,0.0,304.7,600.0,304.7,0.5078,0,0,642,51,34523.1,East,self-employed,0
C006,2023-06-01,414.53,207.99,215.31,0.0,0.0,0.0,421.84,600.0,421.84,0.7031,0,0,650,51,34523.1,East,self-employed,0
C006,2023-07-01,447.49,198.73,149.89,0.0,0.0,0.0,398.65,600.0,398.65,0.6644,0,0,665,51,34523.1,East,self-employed,0
C006,2023-08-01,377.69,248.77,176.33,0.0,0.0,0.0,305.25,600.0,305.25,0.5087,0,0,655,51,34523.1,East,self-employed,0
C006,2023-09-01,314.05,280.93,170.17,0.0,0.0,0.0,203.29,600.0,203.29,0.3388,0,0,643,51,34523.1,East,self-employed,0
C006,2023-10-01,240.45,303.66,116.68,0.0,0.0,0.0,53.47,600.0,53.47,0.0891,0,0,641,51,34523.1,East,self-employed,0
C006,2023-11-01,439.46,281.51,172.14,0.0,0.0,0.0,330.09,600.0,330.09,0.5502,1,22,646,51,34523.1,East,self-employed,0
C006,2023-12-01,375.34,303.8,178.84,0.0,0.0,0.0,250.39,600.0,250.39,0.4173,1,16,664,51,34523.1,East,self-employed,0
C006,2024-01-01,433.0,257.55,159.64,0.0,0.0,0.0,335.09,600.0,335.09,0.5585,1,15,648,51,34523.1,East,self-employed,0
C007,2022-08-01,735.25,818.41,43.42,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0,0,696,45,67570.5,East,salaried,0
C007,2022-09-01,498.23,899.11,51.02,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0,0,698,45,67570.5,East,salaried,0
C007,2022-10-01,801.16,768.86,40.16,0.0,0.0,0.0,72.47,1000.0,72.47,0.0725,0,0,695,45,67570.5,East,salaried,0
C007,2022-11-01,767.28,886.2,52.81,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0,0,704,45,67570.5,East,salaried,0
C007,2022-12-01,783.4,655.69,38.41,0.0,0.0,0.0,166.13,1000.0,166.13,0.1661,0,0,698,45,67570.5,East,salaried,0
C007,2023-01-01,608.57,693.31,53.46,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0,0,707,45,67570.5,East,salaried,0
C007,2023-02-01,747.99,565.41,39.54,0.0,0.0,0.0,222.12,1000.0,222.12,0.2221,0,0,712,45,67570.5,East,salaried,0
C007,2023-03-01,640.23,626.45,37.36,0.0,0.0,0.0,51.14,1000.0,51.14,0.0511,0,0,697,45,67570.5,East,salaried,0
C007,2023-04-01,628.05,837.16,60.86,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0,0,702,45,67570.5,East,salaried,0
C007,2023-05-01,926.06,514.35,54.08,0.0,0.0,0.0,465.79,1000.0,465.79,0.4658,0,0,700,45,67570.5,East,salaried,0
C007,2023-06-01,656.82,868.91,51.78,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0,0,710,45,67570.5,East,salaried,0
C007,2023-07-01,777.44,797.44,47.18,0.0,0.0,0.0,27.18,1000.0,27.18,0.0272,1,13,708,45,67570.5,East,salaried,0
C008,2022-12-01,381.72,327.46,114.68,0.0,0.0,0.0,168.94,600.0,168.94,0.2816,0,0,775,25,53360.4,East,salaried,0
C008,2023-01-01,386.8,464.13,97.73,0.0,0.0,0.0,20.4,600.0,20.4,0.034,0,0,753,25,53360.4,East,salaried,0
C008,2023-02-01,394.88,227.9,132.19,0.0,0.0,0.0,299.16,600.0,299.16,0.4986,0,0,734,25,53360.4,East,salaried,0
C008,2023-03-01,453.52,423.71,100.22,0.0,0.0,0.0,130.03,600.0,130.03,0.2167,0,0,740,25,53360.4,East,salaried,0
C008,2023-04-01,459.24,455.59,119.51,0.0,0.0,0.0,123.16,600.0,123.16,0.2053,0,0,737,25,53360.4,East,salaried,0
C008,2023-05-01,350.83,603.21,109.29,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0,0,765,25,53360.4,East,salaried,0
C008,2023-06-01,313.73,456.07,112.25,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0,0,757,25,53360.4,East,salaried,0
C008,2023-07-01,450.84,433.25,88.91,0.0,0.0,0.0,106.5,600.0,106.5,0.1775,0,0,751,25,53360.4,East,salaried,0
C008,2023-08-01,473.15,464.43,57.15,0.0,0.0,0.0,65.86,600.0,65.86,0.1098,0,0,762,25,53360.4,East,salaried,0
C008,2023-09-01,459.86,474.59,151.67,0.0,0.0,0.0,136.94,600.0,136.94,0.2282,0,0,773,25,53360.4,East,salaried,0
C008,2023-10-01,391.5,398.24,96.19,0.0,0.0,0.0,89.46,600.0,89.46,0.1491,0,0,752,25,53360.4,East,salaried,0
C008,2023-11-01,420.44,440.44,106.15,0.0,0.0,0.0,86.15,600.0,86.15,0.1436,0,0,758,25,53360.4,East,salaried,0
C009,2022-12-01,312.37,108.59,49.13,37.7,0.0,4.75,295.36,500.0,295.36,0.5907,1,29,594,37,28753.5,Central,self-employed,0
C009,2023-01-01,409.61,86.75,44.82,60.42,0.0,6.55,434.64,500.0,434.64,0.8693,1,14,610,37,28753.5,Central,self-employed,0
C009,2023-02-01,298.96,103.03,51.18,38.11,0.0,8.32,293.53,500.0,293.53,0.5871,0,0,621,37,28753.5,Central,self-employed,0
C009,2023-03-01,348.8,103.73,36.32,15.66,0.0,4.29,301.35,500.0,301.35,0.6027,1,27,635,37,28753.5,Central,self-employed,0
C009,2023-04-01,294.48,96.38,38.78,66.25,0.0,4.01,307.14,500.0,307.14,0.6143,1,14,627,37,28753.5,Central,self-employed,0
C009,2023-05-01,396.75,96.29,51.09,38.67,0.0,8.5,398.72,500.0,398.72,0.7974,0,0,602,37,28753.5,Central,self-employed,0
C009,2023-06-01,403.32,72.6,54.88,61.67,0.0,6.91,454.19,500.0,454.19,0.9084,1,27,643,37,28753.5,Central,self-employed,0
C009,2023-07-01,448.68,85.76,39.02,42.0,0.0,11.47,455.41,500.0,455.41,0.9108,0,0,635,37,28753.5,Central,self-employed,0
C009,2023-08-01,393.19,99.29,53.66,52.51,0.0,8.17,408.23,500.0,408.23,0.8165,1,23,629,37,28753.5,Central,self-employed,0
C009,2023-09-01,445.7,81.07,31.57,43.21,0.0,10.61,450.02,500.0,450.02,0.9,0,0,638,37,28753.5,Central,self-employed,0
C009,2023-10-01,357.12,94.92,57.8,42.01,0.0,7.61,369.62,500.0,369.62,0.7392,1,27,606,37,28753.5,Central,self-employed,0
C009,2023-11-01,353.91,91.22,46.5,41.81,0.0,6.68,354.34,500.0,354.34,0.7087,1,1,622,37,28753.5,Central,self-employed,1
C010,2023-02-01,503.26,540.29,168.73,0.0,0.0,0.0,131.69,900.0,131.69,0.1463,0,0,708,59,67964.4,East,salaried,0
C010,2023-03-01,509.51,594.18,110.36,0.0,0.0,0.0,25.69,900.0,25.69,0.0285,0,0,732,59,67964.4,East,salaried,0
C010,2023-04-01,548.59,447.95,151.02,0.0,0.0,0.0,251.66,900.0,251.66,0.2796,0,0,736,59,67964.4,East,salaried,0
C010,2023-05-01,474.07,504.66,124.45,0.0,0.0,0.0,93.86,900.0,93.86,0.1043,0,0,724,59,67964.4,East,salaried,0
C010,2023-06-01,430.35,495.72,113.07,0.0,0.0,0.0,47.69,900.0,47.69,0.053,0,0,715,59,67964.4,East,salaried,0
C010,2023-07-01,509.9,338.33,100.81,0.0,0.0,0.0,272.39,900.0,272.39,0.3027,0,0,735,59,67964.4,East,salaried,0
C010,2023-08-01,449.43,417.47,136.57,0.0,0.0,0.0,168.52,900.0,168.52,0.1872,0,0,717,59,67964.4,East,salaried,0
C010,2023-09-01,511.8,744.45,169.64,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0,0,722,59,67964.4,East,salaried,0
C010,2023-10-01,480.93,462.81,200.42,0.0,0.0,0.0,218.54,900.0,218.54,0.2428,0,0,731,59,67964.4,East,salaried,0
C010,2023-11-01,570.96,575.35,133.87,0.0,0.0,0.0,129.48,900.0,129.48,0.1439,0,0,709,59,67964.4,East,salaried,0
C010,2023-12-01,487.38,464.29,126.14,0.0,0.0,0.0,149.22,900.0,149.22,0.1658,0,0,713,59,67964.4,East,salaried,0
C010,2024-01-01,519.06,540.31,127.48,0.0,0.0,0.0,106.23,900.0,106.23,0.118,1,4,721,59,67964.4,East,salaried,0
C011,2022-08-01,24.13,23.15,135.73,0.0,0.0,0.31,137.02,750.0,137.02,0.1827,0,0,699,26,50053.5,West,salaried,0
C011,2022-09-01,19.92,23.89,162.72,0.0,0.0,0.61,159.36,750.0,159.36,0.2125,0,0,688,26,50053.5,West,salaried,0
C011,2022-10-01,21.15,20.89,174.43,0.0,0.0,0.4,175.1,750.0,175.1,0.2335,0,0,695,26,50053.5,West,salaried,0
C011,2022-11-01,21.04,21.43,153.62,0.0,0.0,0.76,153.99,750.0,153.99,0.2053,0,0,707,26,50053.5,West,salaried,0
C011,2022-12-01,21.91,23.33,119.98,0.0,0.0,1.56,120.12,750.0,120.12,0.1602,0,0,726,26,50053.5,West,salaried,0
C011,2023-01-01,25.61,23.18,159.08,0.0,0.0,0.74,162.25,750.0,162.25,0.2163,0,0,708,26,50053.5,West,salaried,0
C011,2023-02-01,29.11,28.15,147.24,0.0,0.0,1.19,149.39,750.0,149.39,0.1992,0,0,679,26,50053.5,West,salaried,0
C011,2023-03-01,30.99,23.41,156.32,0.0,0.0,0.94,164.85,750.0,164.85,0.2198,0,0,699,26,50053.5,West,salaried,0
C011,2023-04-01,28.39,23.21,178.16,0.0,0.0,1.16,184.51,750.0,184.51,0.246,0,0,721,26,50053.5,West,salaried,0
C011,2023-05-01,27.31,17.6,175.05,0.0,0.0,1.33,186.09,750.0,186.09,0.2481,0,0,704,26,50053.5,West,salaried,0
C011,2023-06-01,25.39,28.35,192.27,0.0,0.0,0.88,190.18,750.0,190.18,0.2536,0,0,666,26,50053.5,West,salaried,0
C011,2023-07-01,24.17,22.86,165.81,0.0,0.0,1.0,168.12,750.0,168.12,0.2242,0,0,702,26,50053.5,West,salaried,0
C012,2022-11-01,349.86,255.16,137.73,0.0,0.77,0.0,233.2,650.0,233.2,0.3588,0,0,760,25,56457.7,East,salaried,0
C012,2022-12-01,432.08,389.22,117.62,0.0,0.76,0.0,161.24,650.0,161.24,0.2481,0,0,756,25,56457.7,East,salaried,0
C012,2023-01-01,425.95,369.45,128.02,0.0,0.56,0.0,185.09,650.0,185.09,0.2848,0,0,765,25,56457.7,East,salaried,0
C012,2023-02-01,397.54,311.52,134.02,0.0,0.51,0.0,220.56,650.0,220.56,0.3393,0,0,751,25,56457.7,East,salaried,0
C012,2023-03-01,463.92,407.24,139.6,0.0,0.82,0.0,197.09,650.0,197.09,0.3032,0,0,752,25,56457.7,East,salaried,0
C012,2023-04-01,507.32,457.16,121.83,0.0,0.95,0.0,172.94,650.0,172.94,0.2661,0,0,767,25,56457.7,East,salaried,0
C012,2023-05-01,377.39,399.55,146.63,0.0,0.83,0.0,125.31,650.0,125.31,0.1928,0,0,764,25,56457.7,East,salaried,0
C012,2023-06-01,447.83,441.55,128.92,0.0,0.63,0.0,135.82,650.0,135.82,0.209,0,0,754,25,56457.7,East,salaried,0
C012,2023-07-01,406.34,307.99,117.24,0.0,0.51,0.0,216.11,650.0,216.11,0.3325,0,0,764,25,56457.7,East,salaried,0
C012,2023-08-01,400.59,421.28,136.73,0.0,0.8,0.0,116.83,650.0,116.83,0.1797,0,0,742,25,56457.7,East,salaried,0
C012,2023-09-01,454.59,481.86,128.74,0.0,0.72,0.0,102.2,650.0,102.2,0.1572,0,0,762,25,56457.7,East,salaried,0
C012,2023-10-01,423.75,390.21,128.85,0.0,0.69,0.0,163.08,650.0,163.08,0.2509,1,2,769,25,56457.7,East,salaried,0
C013,2023-03-01,105.76,54.23,58.6,0.0,1.2,0.0,111.34,500.0,111.34,0.2227,0,0,694,48,37877.0,West,salaried,0
C013,2023-04-01,98.34,41.68,42.94,0.0,1.17,0.0,100.77,500.0,100.77,0.2015,0,0,671,48,37877.0,West,salaried,0
C013,2023-05-01,97.97,33.84,50.75,0.0,1.41,0.0,116.3,500.0,116.3,0.2326,0,0,687,48,37877.0,West,salaried,0
C013,2023-06-01,91.45,42.44,48.39,0.0,1.32,0.0,98.72,500.0,98.72,0.1974,0,0,673,48,37877.0,West,salaried,0
C013,2023-07-01,70.23,44.86,62.72,0.0,0.74,0.0,88.83,500.0,88.83,0.1777,0,0,675,48,37877.0,West,salaried,0
C013,2023-08-01,90.19,41.22,61.59,0.0,1.4,0.0,111.95,500.0,111.95,0.2239,0,0,691,48,37877.0,West,salaried,0
C013,2023-09-01,88.45,33.64,50.76,0.0,0.63,0.0,106.2,500.0,106.2,0.2124,0,0,678,48,37877.0,West,salaried,0
C013,2023-10-01,99.13,40.57,56.89,0.0,1.35,0.0,116.79,500.0,116.79,0.2336,0,0,697,48,37877.0,West,salaried,0
C013,2023-11-01,101.98,52.29,59.89,0.0,1.16,0.0,110.75,500.0,110.75,0.2215,0,0,669,48,37877.0,West,salaried,0
C013,2023-12-01,88.95,60.59,61.45,0.0,0.96,0.0,90.77,500.0,90.77,0.1815,0,0,687,48,37877.0,West,salaried,0
C013,2024-01-01,92.32,49.99,59.93,0.0,0.78,0.0,103.04,500.0,103.04,0.2061,0,0,677,48,37877.0,West,salaried,0
C013,2024-02-01,92.28,46.7,49.77,0.0,1.03,0.0,96.38,500.0,96.38,0.1928,1,3,686,48,37877.0,West,salaried,1
C014,2023-02-01,175.7,214.93,52.04,0.0,0.0,0.0,12.81,500.0,12.81,0.0256,0,0,707,49,42471.0,Central,salaried,0
C014,2023-03-01,204.05,212.02,47.95,0.0,0.0,0.0,39.98,500.0,39.98,0.08,0,0,709,49,42471.0,Central,salaried,0
C014,2023-04-01,203.36,117.54,54.74,0.0,0.0,0.0,140.56,500.0,140.56,0.2811,0,0,719,49,42471.0,Central,salaried,0
C014,2023-05-01,232.22,263.94,59.36,0.0,0.0,0.0,27.64,500.0,27.64,0.0553,0,0,714,49,42471.0,Central,salaried,0
C014,2023-06-01,128.32,224.1,49.17,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0,0,693,49,42471.0,Central,salaried,0
C014,2023-07-01,176.72,208.09,43.01,0.0,0.0,0.0,11.64,500.0,11.64,0.0233,0,0,740,49,42471.0,Central,salaried,0
C014,2023-08-01,199.36,203.31,72.44,0.0,0.0,0.0,68.5,500.0,68.5,0.137,0,0,699,49,42471.0,Central,salaried,0
C014,2023-09-01,215.63,185.84,53.86,0.0,0.0,0.0,83.65,500.0,83.65,0.1673,0,0,695,49,42471.0,Central,salaried,0
C014,2023-10-01,193.3,247.0,63.12,0.0,0.0,0.0,9.41,500.0,9.41,0.0188,0,0,715,49,42471.0,Central,salaried,0
C014,2023-11-01,225.75,286.42,60.74,0.0,0.0,0.0,0.07,500.0,0.07,0.0001,0,0,734,49,42471.0,Central,salaried,0
C014,2023-12-01,162.66,178.62,74.0,0.0,0.0,0.0,58.05,500.0,58.05,0.1161,0,0,705,49,42471.0,Central,salaried,0
C014,2024-01-01,202.92,220.09,54.7,0.0,0.0,0.0,37.53,500.0,37.53,0.0751,0,0,711,49,42471.0,Central,salaried,0
C015,2022-08-01,445.89,406.63,109.2,70.12,0.0,8.78,227.36,850.0,227.36,0.2675,0,0,746,61,62074.71,Central,retired,0
C015,2022-09-01,309.35,421.73,106.96,99.04,0.0,8.78,102.4,850.0,102.4,0.1205,0,0,702,61,62074.71,Central,retired,0
C015,2022-10-01,613.1,355.7,68.43,7.32,0.0,11.52,344.67,850.0,344.67,0.4055,0,0,723,61,62074.71,Central,retired,0
C015,2022-11-01,556.77,516.43,115.82,46.76,0.0,9.34,212.26,850.0,212.26,0.2497,0,0,725,61,62074.71,Central,retired,0
C015,2022-12-01,452.6,356.75,91.48,40.28,0.0,13.04,240.64,850.0,240.64,0.2831,0,0,719,61,62074.71,Central,retired,0
C015,2023-01-01,643.38,612.54,111.95,91.19,0.0,7.6,241.58,850.0,241.58,0.2842,0,0,712,61,62074.71,Central,retired,0
C015,2023-02-01,393.51,428.92,120.61,75.1,0.0,11.0,171.3,850.0,171.3,0.2015,0,0,730,61,62074.71,Central,retired,0
C015,2023-03-01,573.33,495.68,129.24,49.81,0.0,9.13,265.82,850.0,265.82,0.3127,0,0,718,61,62074.71,Central,retired,0
C015,2023-04-01,479.21,560.88,133.31,59.01,0.0,14.96,125.6,850.0,125.6,0.1478,0,0,718,61,62074.71,Central,retired,0
C015,2023-05-01,632.08,529.35,99.41,48.66,0.0,14.13,264.93,850.0,264.93,0.3117,0,0,736,61,62074.71,Central,retired,0
C015,2023-06-01,638.48,409.15,94.67,84.02,0.0,9.24,417.27,850.0,417.27,0.4909,0,0,723,61,62074.71,Central,retired,0
C015,2023-07-01,513.66,467.45,101.52,73.11,0.0,11.7,226.69,850.0,226.69,0.2667,0,0,719,61,62074.71,Central,retired,0
C016,2023-02-01,332.68,192.44,110.28,0.0,0.0,0.0,250.52,650.0,250.52,0.3854,0,0,754,38,53805.91,West,salaried,0
C016,2023-03-01,307.98,476.34,87.38,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0,0,746,38,53805.91,West,salaried,0
C016,2023-04-01,272.45,397.57,70.79,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0,0,739,38,53805.91,West,salaried,0
C016,2023-05-01,207.01,381.85,115.88,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0,0,739,38,53805.91,West,salaried,0
C016,2023-06-01,296.3,316.43,140.25,0.0,0.0,0.0,120.12,650.0,120.12,0.1848,0,0,755,38,53805.91,West,salaried,0
C016,2023-07-01,388.56,326.27,126.46,0.0,0.0,0.0,188.76,650.0,188.76,0.2904,0,0,741,38,53805.91,West,salaried,0
C016,2023-08-01,344.18,233.77,103.19,0.0,0.0,0.0,213.6,650.0,213.6,0.3286,0,0,731,38,53805.91,West,salaried,0
C016,2023-09-01,343.05,212.34,112.22,0.0,0.0,0.0,242.93,650.0,242.93,0.3737,0,0,755,38,53805.91,West,salaried,0
C016,2023-10-01,290.23,384.82,153.2,0.0,0.0,0.0,58.61,650.0,58.61,0.0902,0,0,756,38,53805.91,West,salaried,0
C016,2023-11-01,293.48,269.85,123.85,0.0,0.0,0.0,147.47,650.0,147.47,0.2269,0,0,761,38,53805.91,West,salaried,0
