customer_id,reference_number,trans_date,post_date,transaction_type,description,amount_usd,month
C019,6PE63LBQGU3OBYGHGK,2024-01-12,2024-01-12,Payment,INTERNET PAYMENT  LAS VEGAS  NV,-78.37,2024-01
C019,T8HLJEFY3ZB4LDIMSY,2024-01-14,2024-01-14,Purchase,HILTON HOTELS  800-445-8667  VA,1.59,2024-01
C019,0PLOZJCNS6G298CQK4,2024-01-18,2024-01-20,Purchase,SQ *ENRICH AND EMPLOY  CA,14.54,2024-01
C019,AHUKWQVR1H61IAOIM4,2024-01-18,2024-01-19,Purchase,SHELL OIL  TX,1.75,2024-01
C019,CUP8IJL2Z0LJCH2VFF,2024-01-21,2024-01-22,Purchase,SPOTIFY USA  DE,8.6,2024-01
C020,JAVB3K3QMVIFIIT201,2023-12-11,2023-12-12,Purchase,COMCAST XFINITY  800-934-6489  PA,25.27,2023-12
C020,GV3Z6BZ8UUG95RLRDI,2023-12-12,2023-12-12,Purchase,DOMINO'S PIZZA  MI,15.71,2023-12
C020,KEF828XG8Y72IVGLYE,2023-12-16,2023-12-16,Payment,INTERNET PAYMENT  LAS VEGAS  NV,-408.54,2023-12
C020,A7HEZ74LAV71448N7O,2023-12-17,2023-12-18,Purchase,EMPIRE GAS AND FOOD  CA,9.55,2023-12
C020,IKOTCKEH5SW2292MTR,2023-12-20,2023-12-22,Purchase,HOWLY.COM  877-7793675  DE,1.67,2023-12
C021,L9OT7TXKDOTRBAD3WR,2023-10-02,2023-10-02,Purchase,MARRIOTT HOTELS  800-627-7468  MD,25.4,2023-10
C021,MT8VT43PT5R5RC6ZS6,2023-10-03,2023-10-05,Purchase,7-ELEVEN  CA,18.76,2023-10
C021,C4KL8CGN0T6DVWRB7F,2023-10-06,2023-10-07,Purchase,CVS PHARMACY  800-746-7287  RI,2.35,2023-10
C021,W9RE2Q6JXNNNGBPJ4U,2023-10-07,2023-10-07,Purchase,AMAZON.COM  800-201-7575  WA,8.83,2023-10
C021,NRVBJFVYB6LI076A3K,2023-10-09,2023-10-09,Cash Advance,CASH ADVANCE ATM HOUSTON TX,162.21,2023-10
C021,4S7AZV2EFUU8DD2255,2023-10-18,2023-10-19,Purchase,VERIZON WIRELESS  800-922-0204  NJ,4.36,2023-10
C021,4Y9IK01L0VDP6ORSNC,2023-10-21,2023-10-21,Payment,PHONE PAYMENT  LAS VEGAS  NV,-260.31,2023-10
C021,F8Q8GHGBCYH3FVL03D,2023-10-22,2023-10-24,Purchase,STEAM GAMES  WA,25.78,2023-10
C021,QJICJDAN085RNTDR5X,2023-10-29,2023-10-30,Purchase,URGENT CARE CENTER  CA,18.54,2023-10
C021,2CZO2SUG5HCBBMHNQO,2023-10-30,2023-10-04,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-2.5,2023-10
C021,O98BV78HU7F0I9G5DZ,2023-10-31,2023-11-02,Purchase,EBAY INC  866-540-3229  CA,23.36,2023-10
C021,BNVG5VMF60YKNFU84X,2023-10-31,2023-10-31,Fee,FOREIGN TRANSACTION FEE  LAS VEGAS  NV,3.0,2023-10
C021,HXS58YREG2IV7ZZJ64,2023-10-31,2023-10-31,Fee,FOREIGN TRANSACTION FEE  LAS VEGAS  NV,3.0,2023-10
C021,JQY3ODSX4NXVKDC9X5,2023-10-31,2023-10-31,Fee,OVER LIMIT FEE  LAS VEGAS  NV,6.98,2023-10
C022,M969F5GCL9LCQH1UF2,2024-02-05,2024-02-05,Purchase,AMC THEATERS  888-440-4262  KS,40.77,2024-02
C022,PPPRAT0861TAA0I5LD,2024-02-05,2024-02-07,Purchase,SQ *ENRICH AND EMPLOY  CA,47.18,2024-02
C022,CB8QSSPYE9R1F63AI9,2024-02-06,2024-02-06,Cash Advance,CASH ADVANCE ATM CHICAGO IL,63.44,2024-02
C022,VGNXB5JTB9XXAYPNTR,2024-02-06,2024-02-06,Payment,AUTOPAY PAYMENT  LAS VEGAS  NV,-43.06,2024-02
C022,0L2LJK4Q5V7C6S5NKB,2024-02-12,2024-02-12,Purchase,WALMART SUPERCENTER  TX,13.33,2024-02
C022,FZWKXXJVE3DZEEDHHJ,2024-02-17,2024-02-07,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-0.84,2024-02
C022,IT26YS445GDEJ31GYM,2024-02-24,2024-02-26,Purchase,CHIPOTLE MEXICAN GRILL  CO,6.19,2024-02
C022,KF1622VXYZX9JPNBZU,2024-02-29,2024-03-02,Purchase,URGENT CARE CENTER  CA,2.79,2024-02
C022,ZKBRH7LAY64YFDS0DJ,2024-02-29,2024-02-29,Fee,CREDIT PROTECT  1-877-825-3242,1.01,2024-02
C022,Q9JB354MYPE46AEXL6,2024-02-29,2024-02-29,Fee,LATE PAYMENT FEE  LAS VEGAS  NV,4.07,2024-02
C023,BIXOIQ2Q4QERXDOUAD,2023-11-11,2023-11-12,Purchase,CHEVRON  CA,3.1,2023-11
C023,GO8JN42X2EZC7FOV2Y,2023-11-12,2023-11-13,Purchase,SHELL OIL  TX,17.38,2023-11
C023,YWP0RXXF36WA7SQRF1,2023-11-17,2023-11-19,Purchase,GOOGLE PLAY  CA,6.1,2023-11
C023,ND6R30OJHE4H3GM1BW,2023-11-18,2023-11-20,Purchase,WALGREENS  800-925-4733  IL,69.59,2023-11
C023,QVS8A0TPV726YG3DXV,2023-11-20,2023-11-20,Payment,INTERNET PAYMENT  LAS VEGAS  NV,-344.88,2023-11
C023,6UXQM334L1VZNQDXAM,2023-11-21,2023-11-22,Purchase,COMCAST XFINITY  800-934-6489  PA,10.01,2023-11
C023,W5506RR5PCXA5S00I8,2023-11-25,2023-11-26,Purchase,DOMINO'S PIZZA  MI,13.13,2023-11
C024,LK8WRU1XEMIX7IB5N2,2023-08-04,2023-08-13,Credit,CREDIT ONE REWARD CREDIT    CREDIT,-2.5,2023-08
C024,1W4K2TCZS8S2FTOM5X,2023-08-07,2023-08-07,Payment,PHONE PAYMENT  LAS VEGAS  NV,-220.25,2023-08
C024,BCJ29YFC2HTMQWYUIX,2023-08-13,2023-08-13,Purchase,AMAZON.COM  800-201-7575  WA,32.11,2023-08
C024,61J88QEOZ0KZ4Z7WHW,2023-08-14,2023-08-16,Purchase,VERIZON WIRELESS  800-922-0204  NJ,10.33,2023-08
C024,KX7N89LTAJW2536ZX1,2023-08-17,2023-08-19,Purchase,MARRIOTT HOTELS  800-627-7468  MD,11.96,2023-08
C024,18KGYGGSNPUEVJLZFF,2023-08-20,2023-08-20,Purchase,CREDIT PROTECT  1-877-825-3242  NV,94.37,2023-08
C024,EZ9GTWZ1UU7ZY6T5PA,2023-08-30,2023-09-01,Purchase,BP GAS STATION  IL,19.35,2023-08
C025,350P3CYAZBCGJC36OQ,2024-01-07,2024-01-09,Purchase,DELTA AIR LINES  800-221-1212  GA,6.99,2024-01
C025,00H64FGWJEYUB19TXC,2024-01-07,2024-01-09,Purchase,TARGET  MN,8.08,2024-01
C025,024KWK585X8A5FBUOT,2024-01-08,2024-01-08,Purchase,UBER EATS  CA,8.62,2024-01
C025,D0RLEXDW6LQWLVUNLP,2024-01-09,2024-01-09,Cash Advance,CASH ADVANCE ATM NEW YORK NY,75.14,2024-01
C025,63N2QB6GS8G8TACY15,2024-01-10,2024-01-10,Purchase,CREDIT PROTECT  1-877-825-3242  NV,79.06,2024-01
C025,OEAZC0B4MSKYVK7N3B,2024-01-11,2024-01-11,Purchase,UBER  800-593-7069  CA,16.56,2024-01
C025,IH0P4E05QMKTGV44FT,2024-01-16,2024-01-16,Payment,INTERNET PAYMENT  LAS VEGAS  NV,-56.21,2024-01
C025,0W064W3U1HBJ6TXFO6,2024-01-31,2024-01-31,Fee,CREDIT PROTECT  1-877-825-3242,1.01,2024-01
C025,0KQSOSX43WFSQG8X80,2024-01-31,2024-01-31,Fee,ANNUAL FEE  LAS VEGAS  NV,5.0,2024-01
C026,IJIYS2N75BXD8WJ0UU,2023-09-08,2023-09-09,Purchase,SHELL OIL  TX,10.84,2023-09
C026,V6CJ9IO3M25A5PISKF,2023-09-13,2023-09-14,Purchase,EXPEDIA  800-397-3342  WA,8.05,2023-09
C026,8W5038HVQRHOFU1WSG,2023-09-13,2023-09-15,Purchase,UBER EATS  CA,3.76,2023-09
C026,VTJA0ASSNH2ODPVJTU,2023-09-15,2023-09-15,Payment,INTERNET PAYMENT  LAS VEGAS  NV,-214.48,2023-09
C026,3XOLEYRVXOIEVES6FF,2023-09-20,2023-09-22,Purchase,CHIPOTLE MEXICAN GRILL  CO,0.61,2023-09
C026,7YPP5ZP7R1M264UPJ1,2023-09-29,2023-09-29,Cash Advance,CASH ADVANCE ATM NEW YORK NY,122.89,2023-09
C026,VCNEAS6Y3VG6V5T1DX,2023-09-30,2023-10-01,Purchase,WALGREENS  800-925-4733  IL,27.53,2023-09
C026,JY1O2RNTJLMZ04X0QZ,2023-09-30,2023-09-30,Fee,ANNUAL FEE  LAS VEGAS  NV,9.83,2023-09
C027,CK82853UY8U118QQVA,2024-01-04,2024-01-06,Purchase,LYFT  844-250-2773  CA,52.86,2024-01
C027,8C1GRA47SH2SZWYMX9,2024-01-10,2024-01-12,Purchase,URGENT CARE CENTER  CA,1.95,2024-01
C027,CW9YIL8SA3IDY3C7RM,2024-01-14,2024-01-14,Payment,INTERNET PAYMENT  LAS VEGAS  NV,-378.74,2024-01
C027,22WYBOW23QVDJNV07O,2024-01-17,2024-01-18,Purchase,WALMART SUPERCENTER  TX,3.41,2024-01
C027,MOVS0CDK36M8JVH7UJ,2024-01-25,2024-01-26,Purchase,TARGET  MN,8.37,2024-01
C028,SLAYNDN5GJJ8MGPP1N,2024-03-04,2024-03-06,Purchase,DOORDASH  855-431-0459  CA,29.2,2024-03
