customer_id,statement_month,previous_balance,payment_amount,purchases_amount,cash_advances,interest_charged,fees_charged,new_balance,credit_limit,current_balance,utilization_rate,delinquency_status,days_past_due,bureau_score,age,income,payment_on_time_flag,payment_on_time_avg_3m,payment_on_time_avg_6m,utilization_volatility_3m,utilization_volatility_6m,bureau_score_6m_avg,bureau_score_deviation,spend_last_30_days,spend_mom_change,cash_advance_to_purchase_ratio,normalized_purchase_frequency,total_spend,total_purchase_amount,trans_count,geography_region_enc,employment_status_enc,month_idx,utilization_lag_1m,utilization_lag_2m,utilization_lag_3m,utilization_lag_4m,utilization_lag_5m,utilization_lag_6m,bureau_lag_1m,bureau_lag_2m,bureau_lag_3m,bureau_lag_4m,bureau_lag_5m,bureau_lag_6m,purchases_to_limit,balance_to_limit,payment_to_balance,fees_to_balance,interest_to_balance,income_to_limit,age_bucket,high_util_flag,dpd_flag,default_flag
C024,2025-12-01,118569.74,77051.52,42147.03,4687.37,3916.55,421.1,92690.27,248629.1,92690.27,0.3728,0,0,587,58,123871.23,0,0.0,0.0,0.10175703087911588,0.12086947781250099,582.6666666666666,4.333333333333371,46834.4,-0.14934642232335382,0.11121471667161363,1.0,601212.04,537416.0,12,1,1,12,0.3114,0.3006,0.4296,0.3066,0.3527,0.268,667.0,677.0,687.0,660.0,700.0,701.0,0.169517005382695,0.3728038962297807,0.6498358701311976,0.004543038411276488,0.042253709545677816,0.4982149385774289,5,0,0,0
C025,2025-12-01,52638.96,39235.36,40243.21,318.82,2064.62,202.14,56232.38,129398.3,56232.38,0.4346,0,0,680,47,130635.28,0,0.0,0.0,0.07753414301669523,0.08933818146048568,667.1666666666666,12.833333333333371,40562.03,0.7297779419146095,0.007922330251488387,1.0,355161.95,332445.83999999997,12,3,2,12,0.3979,0.293,0.5156,0.2928,0.5817,0.3716,591.0,600.0,590.0,610.0,606.0,597.0,0.311000214066073,0.4345647928543663,0.7453531499643997,0.003594662102829316,0.03671520367440122,1.00955167454538,4,0,0,0
C026,2025-12-01,11230.08,5447.21,209.37,167.78,637.65,361.43,7159.1,25000.0,7159.1,0.2864,0,0,816,57,98660.52,0,0.0,0.0,0.1834018629494623,0.14324764221445319,833.5,-17.5,377.15,-0.9512627868149136,0.8013564503032908,1.0,58832.549999999996,49164.79,12,0,2,12,0.3979,0.293,0.5156,0.2928,0.5817,0.3716,591.0,600.0,590.0,610.0,606.0,597.0,0.008374465021399144,0.2863525458981641,0.48501212706168956,0.050478345274507334,0.08905601877068756,3.946262949482021,5,0,0,0
C027,2025-12-01,66157.52,50254.05,53596.06,6367.9,3554.81,362.8,79785.03,171836.46,79785.03,0.4643,0,0,607,52,64830.11,0,0.0,0.0,0.04507870894335836,0.10445122625736213,608.8333333333334,-1.8333333333333712,59963.96,0.424951641342731,0.11881283810787584,1.0,453152.63,427377.2,12,1,2,12,0.3979,0.293,0.5156,0.2928,0.5817,0.3716,591.0,600.0,590.0,610.0,606.0,597.0,0.31189974525927,0.46430522192308943,0.7596005775219881,0.004547161953038646,0.04455429102062103,0.37727576978849664,5,0,0,1
C028,2025-12-01,81712.82,51834.9,36886.23,5843.63,3201.28,369.3,76178.35,216849.19,76178.35,0.3513,0,0,659,35,118914.83,0,0.0,0.0,0.0819852629033617,0.1084445557262635,673.5,-14.5,42729.86,-0.14296298703148114,0.15842307549456802,1.0,607588.52,547701.24,12,2,3,12,0.3979,0.293,0.5156,0.2928,0.5817,0.3716,591.0,600.0,590.0,610.0,606.0,597.0,0.1701000584781595,0.3512948270877697,0.6343467971513264,0.004847770425975018,0.04202293666196942,0.5483731879598538,3,0,0,0
C029,2025-12-01,78788.06,59621.63,16179.23,983.75,3261.49,216.07,39806.96,181611.43,39806.96,0.2192,0,0,814,26,77247.43,0,0.0,0.0,0.0789953796117217,0.08312089187843617,815.1666666666666,-1.1666666666666288,17162.98,-0.4086341648804156,0.06080326443223812,1.0,459940.77,413005.29,12,3,1,12,0.3979,0.293,0.5156,0.2928,0.5817,0.3716,591.0,600.0,590.0,610.0,606.0,597.0,0.08908657849024981,0.21918631890999973,0.7567247280269621,0.005427808910579693,0.08193059880486214,0.42534219711723475,2,0,0,1
C030,2025-12-01,40414.24,22967.38,19467.48,1680.25,1151.88,225.64,39972.11,96487.25,39972.11,0.4143,0,0,723,40,252505.82,0,0.0,0.0,0.1093669206539775,0.13142609583589807,726.3333333333334,-3.3333333333333712,21147.73,0.052448935817611675,0.08631060620069983,1.0,251691.49,226918.23,12,3,1,12,0.3979,0.293,0.5156,0.2928,0.5817,0.3716,591.0,600.0,590.0,610.0,606.0,597.0,0.20176011068705257,0.4142691985811744,0.5682851320442487,0.0056447947132459795,0.02881637180594655,2.616959267061015,4,0,0,0
C031,2025-12-01,103382.47,61324.96,35360.66,9241.99,1928.55,422.02,89010.73,197575.22,89010.73,0.4505,0,0,758,41,87928.27,0,0.0,0.0,0.045556265577122834,0.05014223768441129,769.1666666666666,-11.166666666666629,44602.65,0.008964090703649452,0.26136361708180783,1.0,530883.55,445559.45,12,2,0,12,0.3979,0.293,0.5156,0.2928,0.5817,0.3716,591.0,600.0,590.0,610.0,606.0,597.0,0.17897224676127524,0.45051337655918305,0.5931795479490096,0.004741172876878137,0.021666245561118742,0.4450346807930631,4,0,0,1
C032,2025-12-01,92814.12,51902.0,61954.47,6086.08,4938.46,198.53,114089.66,218940.68,114089.66,0.5211,0,0,683,54,39090.55,0,0.0,0.0,0.1209579679062112,0.10724641563551982,673.3333333333334,9.666666666666629,68040.55,0.37386297301624904,0.09823471978696613,1.0,664085.54,618220.83,12,3,3,12,0.3979,0.293,0.5156,0.2928,0.5817,0.3716,591.0,600.0,590.0,610.0,606.0,597.0,0.28297247924652813,0.5210961202088155,0.5591976824465669,0.0017401073847762823,0.04328540127649362,0.17854320840143367,5,0,0,0
C033,2025-12-01,155462.34,103240.25,69534.72,4816.84,4186.45,241.61,131001.71,377623.55,131001.71,0.3469,0,0,620,58,140178.99,0,0.0,0.0,0.10361825772195431,0.07382718785560409,655.0,-35.0,74351.56,0.6031568266311211,0.0692724440394669,1.0,1128740.63,1051195.54,12,1,0,12,0.3979,0.293,0.5156,0.2928,0.5817,0.3716,591.0,600.0,590.0,610.0,606.0,597.0,0.18413718069971882,0.3469099400449468,0.664080998131135,0.0018443129916930726,0.031956972493164454,0.3712125972741973,5,0,0,0
C034,2025-12-01,25060.96,19057.24,20542.63,3043.39,1208.89,234.83,31033.45,85128.88,31033.45,0.3645,0,0,850,61,152235.37,0,0.3333333333333333,0.3333333333333333,0.0700649936368607,0.11937487870848984,846.6666666666666,3.3333333333333712,23586.02,0.04295128520444025,0.14814996911301034,1.0,242110.8,222574.96,12,0,1,12,0.3979,0.293,0.5156,0.2928,0.5817,0.3716,591.0,600.0,590.0,610.0,606.0,597.0,0.24130927942104463,0.3645423909912712,0.7604050122177197,0.007566752431572011,0.038953163339450196,1.7882718735184402,6,0,0,0
C035,2025-12-01,25373.65,20640.48,17878.28,543.96,1473.36,291.93,24920.7,85668.0,24920.7,0.2909,0,0,673,68,87576.19,0,0.0,0.0,0.05617306590647634,0.07022189829390825,681.5,-8.5,18422.239999999998,-0.3170799338218968,0.030425745653385006,1.0,236774.54,226278.91999999998,12,2,2,12,0.3979,0.293,0.5156,0.2928,0.5817,0.3716,591.0,600.0,590.0,610.0,606.0,597.0,0.2086901913177462,0.2908951896251853,0.8134291507469068,0.01171388789689307,0.059119562469654954,1.022262311921465,6,0,0,0
C036,2025-12-01,88822.87,52883.44,77630.69,10082.16,4838.69,340.61,128831.58,218849.4,128831.58,0.5887,0,0,667,54,171757.46,0,0.0,0.0,0.06337352233648783,0.10856042403503524,657.1666666666666,9.833333333333371,87712.85,0.2973195270639335,0.12987337868567186,1.0,682711.88,575764.29,12,0,0,12,0.3979,0.293,0.5156,0.2928,0.5817,0.3716,591.0,600.0,590.0,610.0,606.0,597.0,0.3547203477809499,0.5886741810844303,0.595374193896303,0.002643818822847451,0.037557968644266845,0.7848167515343815,5,0,0,0
C037,2025-12-01,41092.46,15958.53,17226.16,1501.37,1674.02,332.0,45867.47,85272.06,45867.47,0.5379,1,70,552,34,115745.1,0,0.0,0.0,0.0533452903263259,0.04598079671631048,548.3333333333334,3.6666666666666288,18727.53,0.21239917729840796,0.08715639469272315,1.0,222872.63999999998,189950.66,12,0,2,12,0.4974,0.3255,0.4777,0.3788,0.2219,0.474,693.0,657.0,676.0,657.0,679.0,675.0,0.20201174907995562,0.5378893404317847,0.38834719685322194,0.0072380875141464275,0.03649609415792591,1.357346622720001,3,0,1,1
C038,2025-12-01,101974.52,78390.03,115084.96,3617.76,4329.52,173.58,146790.31,391902.52,146790.31,0.3746,0,0,685,34,61460.92,0,0.0,0.0,0.0491545521798338,0.07238754036434726,680.8333333333334,4.166666666666629,118702.72,-0.12556219279814207,0.031435558564733394,1.0,1223778.62,1168177.68,12,3,0,12,0.4974,0.3255,0.4777,0.3788,0.2219,0.474,693.0,657.0,676.0,657.0,679.0,675.0,0.29365635705440973,0.3745572634815834,0.7687141972897025,0.001182495067316996,0.029494389007087684,0.1568266597860616,3,0,0,0
C039,2025-12-01,104624.67,47818.51,59089.55,6707.31,1902.96,244.06,124750.05,217829.86,124750.05,0.5727,1,24,707,23,256266.77,0,0.0,0.0,0.06132612276455543,0.10675100780164402,713.1666666666666,-6.166666666666629,65796.86,0.03987938087873988,0.11351093382840113,1.0,567385.85,494248.86000000004,12,3,1,12,0.4974,0.3255,0.4777,0.3788,0.2219,0.474,693.0,657.0,676.0,657.0,679.0,675.0,0.2712634472452618,0.5726922714256374,0.45704376373408173,0.001956376319077074,0.015254059985867855,1.1764484150684618,2,0,1,0
C040,2025-12-01,74998.48,52661.41,54551.21,1823.2,3136.76,211.93,82060.18,229596.45,82060.18,0.3574,1,61,715,35,65543.06,0,0.0,0.0,0.059495209891216996,0.14273457418112356,715.8333333333334,-0.8333333333333712,56374.409999999996,0.4652983820597256,0.03342180677568839,1.0,679174.87,634531.52,12,1,1,12,0.4974,0.3255,0.4777,0.3788,0.2219,0.474,693.0,657.0,676.0,657.0,679.0,675.0,0.2375950168436104,0.357408934637558,0.702157001621878,0.0025825853345028678,0.0382246514125193,0.2854694597000097,3,0,1,0
C041,2025-12-01,129747.49,52597.34,64534.29,7761.85,4697.53,387.51,154531.32,220854.85,154531.32,0.6997,1,65,636,41,348138.04,0,0.0,0.0,0.07809874092028202,0.12402113932713237,644.6666666666666,-8.666666666666629,72296.14,-0.0363373532518686,0.12027481824003952,1.0,594111.06,472738.74,12,3,0,12,0.4974,0.3255,0.4777,0.3788,0.2219,0.474,693.0,657.0,676.0,657.0,679.0,675.0,0.2922009536989851,0.6996931256292284,0.40537920711061837,0.0025076307661724096,0.030398365856411133,1.5763134189110226,4,0,1,0
C042,2025-12-01,20317.24,18032.31,30218.41,7.66,1959.13,204.75,34674.89,81983.41,34674.89,0.423,0,0,679,64,182343.14,0,0.0,0.0,0.03243886557819185,0.0918925114830728,689.0,-10.0,30226.07,0.22299422896635668,0.00025348785723669774,1.0,253666.63,233820.83,12,0,1,12,0.4974,0.3255,0.4777,0.3788,0.2219,0.474,693.0,657.0,676.0,657.0,679.0,675.0,0.3685872716532326,0.42294492330919986,0.8874937002417532,0.005904679014727524,0.056498333568366955,2.2241196832422165,6,0,0,0
C043,2025-12-01,62128.73,38748.54,18482.23,4586.43,3514.64,141.71,50105.19,174654.01,50105.19,0.2869,0,0,736,66,184901.63,0,0.0,0.0,0.024953757232128327,0.04223785032408724,754.3333333333334,-18.33333333333337,23068.66,-0.4206864372984088,0.24815349662892414,1.0,490323.76,461367.4,12,0,0,12,0.4974,0.3255,0.4777,0.3788,0.2219,0.474,693.0,657.0,676.0,657.0,679.0,675.0,0.10582135605500237,0.28688092027821016,0.623671469359355,0.0028281934826814813,0.07014382853695321,1.0586677702517666,6,0,0,0
C044,2025-12-01,48745.37,43070.68,13702.86,99.01,2048.02,163.84,21688.43,116460.75,21688.43,0.1862,0,0,717,38,117687.18,0,0.0,0.0,0.12727609097286632,0.10194044176217143,714.5,2.5,13801.87,-0.5364070976533621,0.007225498910446432,1.0,356306.06,338445.04,12,0,1,12,0.4974,0.3255,0.4777,0.3788,0.2219,0.474,693.0,657.0,676.0,657.0,679.0,675.0,0.11765974665501763,0.1862279246190273,0.883566919957322,0.00755390989989133,0.09442479585678369,1.0105221671493,3,0,0,0
C045,2025-12-01,59552.88,51573.29,25412.8,819.93,3359.88,162.92,37735.12,151044.31,37735.12,0.2498,0,0,648,38,99306.35,0,0.0,0.0,0.07531082259542779,0.0750982733933788,643.0,5.0,26232.73,-0.24061843064351685,0.03226444941132028,1.0,433533.7,403047.85,12,0,0,12,0.4974,0.3255,0.4777,0.3788,0.2219,0.474,693.0,657.0,676.0,657.0,679.0,675.0,0.1682462037384676,0.24982649246110325,0.8659937857953168,0.0043173490014341695,0.08903618072022243,0.6574606652798423,3,0,0,0
C046,2025-12-01,59056.86,35922.64,53120.32,5574.77,3117.17,166.5,85112.98,175990.21,85112.98,0.4836,0,0,726,54,167253.66,0,0.0,0.0,0.10598995235398496,0.11795231239784999,703.6666666666666,22.33333333333337,58695.09,0.9256028510492131,0.10494609219221572,1.0,492577.89,457194.94,12,2,0,12,0.4974,0.3255,0.4777,0.3788,0.2219,0.474,693.0,657.0,676.0,657.0,679.0,675.0,0.30183507460401005,0.4836206308258236,0.6082617961436463,0.0019562003797730996,0.03662347830520909,0.950352349983843,5,0,0,0
C047,2025-12-01,40835.36,30452.65,26933.37,3047.63,1750.49,182.86,42297.05,105998.75,42297.05,0.399,1,88,715,63,267633.35,0,0.0,0.0,0.0195403002365194,0.08056662874085448,734.5,-19.5,29981.0,-0.10974690693394362,0.11315442516105487,1.0,336731.89,305515.32,12,1,2,12,0.4974,0.3255,0.4777,0.3788,0.2219,0.474,693.0,657.0,676.0,657.0,679.0,675.0,0.2540889954929139,0.39902971469272336,0.7457239087910872,0.004323130735341228,0.04138465011980458,2.5248488793605643,6,0,1,0
